كل واحد اكل حرام واخذ اموال الشعب المسكين المظلوم هذا مصيره الله يمهل ولا يهمل,0
ومتى نفع الناس السحت الحرام وأكل اموال المسلمين بالباطل,0
اللهم لاانا شامت ان كان رجل صالح فشافيه وان سرق اموال الظعفاء فانتقم منه,0
لعنة الله على الظالمين,0
حيل ضربت اللة اقوة [[PHOTO]],0
الخطية المساكين ومضلومين شعب العراقي وين تروح الرب موجود,0
الى جهنم وبس المصير,0
ان شاءالله كل السياسين الذين سرقوا اموال الشعب العراقي واولهم مقتدى  وعمار,0
إلى جهنم لأن نكس وعار,0
"الحمد لله رب العالمين 
يمهل ولا يهمل يمهل  ولا يهمل يمهل ولا يهمل يمهل ولا يهمل",0
دعوات المظلومين,0
الله ع الظالم,0
كلمه حق يراد بها باطل,0
"لعد منو يحكم العراق مو الاسلامين 
حزب الدعوة وحزب عمار و حزب مقتدى
لو اله يكتبون الجمهوريه العراقيه الاسلاميه",0
متأسلمين وليس اسلاميين والإسلام منهم برآء,0
هو ياهو اليكدر يحجي غير ينصك لو ينخطف رجعنا مثل وقت  صدام بل اسوئ,0
كان صدام وحزب واحد ومرتضيناه وقلنا خلصنا من ظلم الطاغيه صدام واما اليوم الاحزاب والطغاة لاتعد//وما الفرق بين الامس واليوم من السيئ الى الاسوء,0
يمعود كلهه تخوط بصف الاستكان وحلوكها مولسه,0
الف خرة على هكذا شيخ كيف يكون العراق بخير  وهكذا حثالة قادتهم,0
حرامات ماكو خدمة بصمة صوت عاد خوش عفطتلك,0
لعد حزب الدعوة مال كلجيه وانت مو تحكم الأمن الوطني كله اتباعك يامنافق دجاله وحراميه,0
يااخي انت مو مال خطبه حرامات تخرب صوتك,0
تحية كبيرة معطرة وتوبيخ شديد للحكومة ولا عزاء للأحزاب السياسية,0
"بلد المليون واااااااااااااسطة
ولا عزاء لمن لا واسطة لديه",0
ميثم جبار العبساوي الا يخلونا نجدي حكومتك الشيعية,0
حفظك الله من كل مكروه ووفقك في كل شي,0
حيا الله الأخ حسين. ..المجاهد من مكان علمة بهذه الضروف التي يعيشها. ...وتحية تقدير وإجلال على هذه الروح الصبورة المتفائلة. ...اللهم العن الزمرة الحاكمة بالعراق,0
"اي مواقف ? سنوات من الحكم كان فيها رئيس وزراء ووزير الداخلية ووزير الدفاع ورئيس المخابرات
ويطلع ويكول عندي ملفات خطيرة خمرها وشرب خمرها",0
الله شوف الجمله مؤتمر للمصالحة المجتمعية ??حرام بيكم النعل,0
ماراح تخلون شغلة مال اوادم والله طيحتو حظ المواطن,0
"خلي تحجي مرجعيتنا التي باركت تشكيل جميع الحكومات بعد 2003 لماذا هي ساكت عن هذا الوضع
و ايضا انت عد للعراق و تكلم جالس في بريطانيا و مسوي نفسك وطني براسنه",0
حراااااااميه ونشااااله لا أدوخ,0
هؤلاء بيادق قذرة بيد اكبر ! الله ينتقم منهم,0
المفروض تاج الروس يطلعون روسهم,0
حكومة فاسدة يراسها النكرة العبادي القذر,0
اكيد الجان #الهالكي مخليهم فضائيين,0
اني بس اريد اعرف هذا النائب ابو المجلس الاعلى هو صغير بالعمر وشوكت جاهد صدام هسه يطلع اكبر بعثي من جان مراهق والاخ عبدالكريم كلامه دقيق وهاي حقيقه الاحزاب دمروا الداخليه,0
دوله انتهت لاداخليه ولا دفاع,0
اي هاي ما سمعهه من الله ايطييح حظه,0
اقرأ على العراق السلام,0
"كام ياهو اليجي يجلب بلحية الحشد
والله مصيبة",0
انتة من عقلك تحجي هذولة الي تحجي عنهم واح يقودهم من نهب وسلب البلد الحشد الحقيقي من يأتمر بامر مرجعية النجف وجهادهم خالص لله,0
لايجوز لاحد ان يسرق التضحيات ويدخلها بالسياسة,0
المالكي ومقتدى يصطنعون انهم خصوم ويجعلون أتباعهم يتخاصمون والحقيقيه انهم شركاء في التخالف الوثني ويصوتون بالإجماع لاطلاق الإرهابيين بعفو وكذلك على ورقة الاصلاخ لاتباعهم الشيعه الغافلين والسذج وهما سبب دمار الشيعه وخراب العراق,0
طاح حظكم قناة الجنسية الشرقية...سفلة,0
"خوش دعاية انتخابية مبكرة
چاهمه الحشد منين ؟!من نفس الاحزاب الفاسدة!
المقاتلين الاعتياديين ذوله مكرايد واعيال الخايبه",0
ممكن ان يكون حيدر العبادي هو الشخص الاكثر تفاهة بتاريخ العراق,0
مسيلمه الكذاب..,0
كذاب بامتياز,0
كلكم شركاء في تخريب البلد مزدوجي الجنسيه انكم غير عراقين,0
"الابطال يحررون
و الانتصارات تنحسب للمطي العبادي
و راح يستغل هاي الانتصارات لحملته الانتخابية [[PHOTO]]",0
ودم الابرياء بركبة من,0
جانة عايزه التمت,0
هو مجرم كيف وصفه حيدر العيادي بس مظلوم وهل لم يطلع على تصريحات علي حاتم سليمان والشيخ رعد سليمان   حول مشاركة العيساوي بالارهاب؟.,0
اي نفس #الهالكي من رجع مشعان الجبوري وغيره,0
خره بيه وبكل الدعوة بس انتوا لا تحجون على الغير وانتوا تسوون الانكس,0
والله شكو واحد بالحكومة وبالبرلمان ساقطين وأي شي يوصلنا عنهم ننشره ونطيح حظ حظهم,0
مدام هذا موجود اغسل ايدك من عراق [[PHOTO]],0
طبعا لاكين جبناء تضحكون عليهم,0
مظلوم بقطع رزقه من السحت الحرام وها قد ناديت بضلمه الاناديت يوما بضلم شعبك ياتافه,0
علامات المرض والموت على وجهه... استعد للقاء العزيز الجبار,0
اللهم احفظ السيد السيستاني وحشدنا وجيشنا وشرطتنا,0
الخصخصة سرقه في وضح النهار من الشعب..الكهرباء ملك الشعب وليس لحكومة والتجارة بها  ..,0
لك شنوذوله ماكو شريف يفجرهم يكتلهم عمي انته الانتحاري بمكان مطك بسوق شعبي طك هناك وانعل والديهم دمروا البلد يركضون وره الموضف وشرطي الي منعول ابوهم من تعب وضيم,0
"العتب مو عليكم يا اقذر خلق الله
العتب على حمير التخالف الوثني المنبطحيلكم [[PHOTO]]",0
ذووول ناوين يدمرون العراق اكثر واكثر بمساعدة الشعب العراقي جماعة خط احمر وتاج راسي,0
عالساس ماكو هسة تنظيمات او بل الاحرى #مليشيات_وقحة مهمتها فقط خطف وقتل ويتسترون بالدين والمقاومة,0
كبر لفه,0
اَي مو عساس جماعتك أنبياء. أصلا همه أصل الخطف والقتل والفساد والبغاء وكافي تهاجم الحشد المقدس اشكد دافعيلك بحيث تريد تسقط الحشد,0
جماعه مقتدى من اكثر الناس خطفا وإجراما  والسده والبطه تشهد,0
هو هذا شنو تنشروله وتطلعوله صوت,0
"والله ملينة يكولون السياسة عاهرة 
بس مثل عاهرتنة ماكو",0
الكتائب والعصائب يد تقاتل ويد تخطف,0
هذا مقتدى حمار,0
"لامريكان.  قالو. وصدقو. 
الشيعه.  حراميه. 
السنه. ارهابيه.  
لاكراد. خونه.    انعل. روحه. عدنا دليمي",0
سفلة واولاد حرام وجبناء متعلمين على الذلة,0
"هسه صار استعباد خلص دورتين بالبرلمان واخذ الرواتب بدون عمل او خدمة الى ابناء التيار، هاي سوالف مال انتخابات حفظناها",0
اي. والله.  الله. يحركهم. بلدينا. قبل. لآخره.,0
طاحظ المطايا التي تمشي ورة الزعاطيط,0
لازم انعبده,0
هذا يا نعال؟,0
"شجابه عل كاظم من سود الله وجهك
هذا واحد اسقط من القبله",0
وربي اشكد شفت حثاله بس هجي حثاله ماشايف تعرف انو نعال هاذ الشخص اشرف منك ياعار,0
Ali Alnajmوجهك مال فرخ تخربه بالاسلام ليش,0
نعال بحلكك وبحلك ابوك يا ابن الصاقط,0
"ميصير بينه خير لا وحق علي 
ونبقى طول عمرنا انبطاحيين",0
يبو يالعراق . مايجيك واحد يفيدك بشارع بكهرباء.,0
"والله راح تسودنوه ازيد من عمه 
رجال بسيط وجاي يزور 
شنو هاي اللواكه
واحد لازمله الشباك وواحد ياخذ صور والثالث يمسح القبر من كدام وجهه وتتراكضون كدامه دبطلوا هالتصنيم هذا لخاطر الله
بلد العجايب ماتصير الكم جاره
لا والخلق السماوات السبعه",0
لما رئيت الجهل بلناس فاشيا جهلت حتى ضنو اني جاهلا,0
اكو ناس متفرق بين القندره و التاج,0
ياربي دخيلك شنهو هل شعب الوسخ,0
والله مهزلة من زعطوط ال زعطوط تبا لي ولكم,0
الله ايطيح حظج امريكا اوالله ايطيح حظك صدام,0
منغولي جديد,0
اخي احترم نفسك تاج راس شنو ...شنو هلزماليل هاي ...شمحصلين احنة من عمة حتى النوب هذة الزمال ....علي وياك علي علي وياك علي....,0
عمي بس رجعو الوجبه مال طحين كثرة القاده والشعب جوعان نتغده بعمار ونتعشه مقتدى ونتريك بالمالكي ونجوع بالجعفري محتاجين قائد للشعب مو روحه(اهلا وسهلا بالسيد تاج راس [[PHOTO]],0
الله وكيلكم أحنه نسودن الناس وأنخليهم بصف الله ...أستغفر الله,0
العراقين مترهمنه جاره والله كله من ادينه وحيل بينه,0
نعال جديد,0
"بس شوفوا ابو القاط شجاي يسوي

ويگلك ليش البشر يصير طاغي
لا إله إلا الله وحده لا شريك له",0
اللهم خلص الاسلام من المسلمين وأنقذ دينك,0
والله والله اللوكيه راح اتخليه ميشوف دربه ..لوكيه كافي وهو يعرفكم زين ..,0
الله يساعدك كلبكً. ياعراق لو عندك اللسان جان حجيت اللهم عجل لو ليك الفرج اله يكطع روسكم واحد واحد انتم أهل الدين الباطل,0
شعب فاشل,0
هذا منو بعد صدوك تاج راس جديد ههههه,0
كم يوم ويطكله عمامه بس مو صوجه صوج الي يمسحون ??????,0
سلام الله على عدي عالاقل جان ابن رئيس دولة هذا شنو موقعه من الاعراب بعده الممه ممفطوم منهه,0
منو هذا القندره الجديد,0
والله مهزله هذا البلد حيل  بينا ونستاهل صفت للمزعطه لان من بيت الصدر,0
بعدنا ماخلصنا من قديم طلعنا واحد جديد,0
سياسي جديد يصنع بقوالب اسلاميه,0
اي لا من طيزي تنحل القضيه,0
"دخل يريد يزور ما اعرف منو و هو و حمايتة و إلا شوية و يسدون الحرم حتى يبقى بس هو .. شنو هاي العقلية و جمالة يكولون عندة ماجستير 
استغفر الله",0
رافد العبيدي تعال شوف انوب طلعنا واحد من كوكب زحل الله يستر,0
عمي علاء اسكت وخليها صرنه مزق بس السبب همه الوكيه التمشي وراهم عيش وشوف منو راح يطلع جديد عالساحه,0
هو?ء كلاب المستقبل,0
عااادي مامستغرب حالك حال اللوكيه....شوف عربان الخليج شون فايخين وانته صابونه مالاحكتك يابو ثدي,0
مو عربان الخليج قلب على قلب واحد يحب الثاني مو مثلك همجيه مشوف الله مسوي براسهم خير احنه العراقيين نرجع ليوره لأن من ورا عقولكم المتحجره والعفنه بس ننتقد ميصير براسنه خير  ياخايس ابن الخايس Wael Sahban Alkasar,0
هذولي كل عقلهم يدخلون بحماياتهم للامام واسلحتهم,0
يوميه إصدار جديد ..والشعب ..بس يباوع,0
هذا السيد شكله مرتب وهائ لكن راح يسوه سفير الإمام المهدي  ويخبلوه,0
ضلو لوكية,0
اي حبيبي باللواكه مالتكم راح يتخبل ويصير خط احمر ويبدي يصعد الجكسارات وتاخذون مراد من تايرها....زماليل,0
حسب ماشفته من صفحتك انته مامتواجد بالعراق لذلك ماعندك معرفة شيصير بالعراق لو يوصلك غلط انته ماحس معاناة ناس ولك اتخذنا ال الصدر قيادة لانو حسو معاناة الفقير وكانو مطالبين للحقوق الجميع انته شسويت طالبت بحق لاتكلي بكيبورد اريدك بساحة التحرير واهتف ضد الفاسدين اوو ماعندك وكت السفرات هوايه الله يزيدك ويرزقك,0
ولد الكحاب حته الزياره مالتهم ( VIP ),0
ليش هاي كامرات  والحماية  وخابصيه  منو هذا الطفل؟,0
خوش شغل انبوس ايدين,0
والله ما جان ينلام بيكم صدام شنو من البشريه انتم من الله يطيح حظكم كافي هل لواكه والله خبلتوهم ياهو اليجي اتسونه نبي اشويه عقلوا حتى الله يرحم ابحالكم كل هاي الهوسه الي قدمو للمذهب شنو تعال فهمني,0
منو هذا صدك جديد,0
ماجستير مريدي الوكت طيح حظ صدام مايطيح هيج نماذج,0
شسوو حرروا فلسطين يالحمار,0
مهزله أصبح العراق,0
الي يريد يدخل للعملية السياسيه يصير تاج رأس جديد وخط احمر هلي يتعلم من الجزء العاشر من مسلسلة حفيد ئلسيد وراح ينجح,0
فد مره لو مصلين بمكانه,0
ناس تحب الاصنام انتو ليش ضايجين,0
جنة قبل نشوف جماعة الزيتوني هسة صار خاكي يارب يصير بنزركي  لو كلكلي لو خردلي بلكي يصير براس العراق حظ ترة هاي مو خوش سالفة اشو التصوير صار بكل مكان حرام عليكم هسة احنا اذا زار او مازار شنو ربحنة,0
"اكفر حرام اغلط مالي خلك .

بس لازم اكتب شي .
كسي يكسي",0
هسنته اشحارك حمامك عود لاتخليه تاج على رأسك  . لكم  والله ناس تعبانه,0
"ههههههههههه
هذا منو ياهو بنيمن 
كم عدد افراد حمايته
كم سيارة عنده 
كم شركة مقاولات عندة 
كم عبد عنده",0
حييل الي جاي يصير بينا ما دام شعب يحب العبودية,0
منو هذا  ولحد يكول تاج راس  جديد    مو ياهو اجه وصار خره   ع روحه,0
شعب ميصيرله.كل حل,0
مشكله ماعدنه سالفه غير تاج الراس ..هههه عفيه راس خايس يتقبل هيج,0
والله خبلتو الناس بلواكتكم اله وكاعد تسوو ملكي اكثر من الملك??,0
اشلون كواده من صدام وشيل ايدك تاج راسي هو الي يساعد الفقير يبني مدارس مستشفيات جامعات لا يتكلم كثيرا يصير خادم لقندرة الشعب والفقراء,0
زباله,0
شعب اللة مسودنة,0
حيوانات تتبع?حيوان مسألة بسيطة لك شوكت تصيرون اودم?,0
بس حلو بي طكه ??,0
خبلوه مثل عبه طفل هاذه راح يصير طاغيه,0
يوم اسود يوم الي شفناكم يا خنازير المجوسية حسبي الله ونعم الوكيل,0
والله مليئه يا الله شوكت نخلص,0
هذه منو ولله راح ايخبلونه يوميه طالعنه واحد جديد الحمدلله ولشكر???????? [[PHOTO]],0
كلام حق أراد به باطلا,0
يعني صير لوكي,0
ههههههههههههه من الله لايوفقج أمريكا وين ما اكو قماما مال زبالة حكمو البلد,0
هذآ ناصبي قذر,0
مو هذوله لارهابين وسرقو العراق وين شلع وين القلع..يالله تعودنه عليكىبس حجي,0
النجيفي الإرهابي الوهابي القذر..,0
"والله يستاهلون شعب مضحكه 
وكلشي يعبر عليهم",0
انعل ابوهم لا بو حتى الخلفهم ولد القندرة دمرو العراق,0
التحالف مع هؤلاء الوهابية تدخلون خانة يزيد ومعاوية,0
كتل عابرة للقارات مال سرقات..وهجمان ابيوت,0
"لصـــــــوص الـــــدين والمــــــال

وحــــووشـ العصــــــر..??? [[PHOTO]]",0
الوجوه هيه هيه والفساد هوه هوه وملمومين بربطه المعلم????,0
مولاي هاي الصوره قديمه  السيد لا يستقبل اي واحد من هاي الحكومه الفاسده,0
شكولات زفره والينتخبهم انكس منهم,0
مابقى شي ضاق الخناق,0
قذر وابن قذر ليش تخلط السياسة بالدين والفرق بينهم بعد السمه عن الكاع ولان ماعندك جواب سياسي تلجأ الى هيچ اساليب قذرة تشوه الدين والمذهب,0
خليك فكر علا تحرير القدس وبطريق احرك العراق,0
"لعد غير الخامنئي منو راح يهدم  العراق 
الله يلعنك يالخامنئي فدوا ترواح صدم حسين انعل ابوك لا أبو إيران انت الفرس المجلوس وصغبن",0
عفيه هل عكل هاي كضت عمرها بلخيانه??,0
خونه,0
الله يذيقكم ما اذقتم به الناس,0
خياس اثنينهم,0
القافله تسير والكلاب تعوي وها انته عويت,0
مساومات على حساب العراق والعراقيين,0
هههههههههههههههه شكد قبضتو دولارات,0
انتم داعش,0
"والله الناس تريد تستقر وتريد أمن وامان 
متريد وعود متريد اي شي منكم الله شاهد ماعندي عداء الشخص بس ناس اكو جوعانه متحتاج اجتماعات او اي شي تحتاج فعل تحتاج عمل تحتاج الى عمل تاكل منه خبزة ياريت اتحسون بيه ترى موصعبه عليكم",0
بشرفك عود هذا اعلامي وهيج زبايل لعد البقية اشلونهم تفوووووو عليهم,0
كلب,0
والله ينرادلهم كسر خشم هذولا البعران قربت أيامهم,0
لعنة الله عليك وعلى اسيادك ياصهاينه,0
التخلف قاتلهم,0
ماتاكل خره طاحضك وحظ السعوديه,0
انت راضع البوك والتفاهة يا حرامي من الممة واللة حرام مثلك وامثالك يسموهم سياسين وانت خوش ترضع يا......,0
"لا حجي انت ترضع بي من طفولتك
دنعل ابوكم لابو الوكت الاغبر الخله حفاي تلزم سلطه",0
دولة بوكي وطم طم دولة الفانوس أقصد دولة القانون اما بوكي فهم السياسيين شلع قلع  واما طم طم فهم المتزعمين السيستاني ومقتدى وعمار واليعقوبي,0
اي تمام على مود العراق يصير للو ويكعد على الحديدة,0
نعله على روحك صدام كتل الناس الشرفاء وعاف وين اكو واحد (....... )...!!,0
لعنة الله عليك صولاغ ياتافه,0
هسة نفسهم ديحتفلون بتحر ير الموصل منافقين وجبناء,0
اياء جلاب اكول كلبو عليكم لوذابحيلهم جلاب احسن هذولة حيوانات احسن منهم شوف المهجرين ماهزت الغيرة واللة خزتونة ياهل العكل المزيفة غذرا اهل العكل الشرفاء,0
"انتو الاثنين زربتو بلعراق 
عارات وخونه",0
بس اطلعوا منهه.وارجعوا لايران والعراق يصفه ..ويصير امان ..,0
?امان مع هؤلاء الحيتان,0
الله ينتقم من كل فاسد و انبطاحي,0
الله ينتقم من كل فاسد و انبطاحي,0
الله ينتفم من العبادي وحزبه وينتقم من كل من يشتغل ضد العراقيين وينتقم من السياسيين الشيعه والسنه ?نهم أسسو أساس الظلم والجور,0
الله ينتقم من العبادي العميل,0
الضباط خونه,0
والعباس  كل الحكومة  إرهابية,0
حسبنا الله ونعم الوكيل بلحكومه,0
حسبنا الله ونعم الوكيل على هيج دولة خايسة,0
حسبي الله ونعم الوكيل بكل ظالم وكافر,0
دومه نايم ورجليه بالشمس اهم شي يلغف فلوس من العراق,0
مع الاسف دوله سافله تعزي المجرمين,0
مو  احول مايعرف الصح من الغلط,0
هو بالسنة مره يكعد من النوم  لو يعزي لو يبارك.,0
متصفوهم شمتانين هذول حته انفاسهم نجسه,0
الله ينتقم منهم دمروا العراق,0
المن عايفيهم ؟ اموعهم بتيزاب ?? لا ادور ينطوهم مي انطيهم عمى فوك عمى,0
هيج نماذج نسقيهم  سم,0
مو وطنه دمر المسلمين يلعن ابوك ع ابو امه يهود,0
حرامات هذه شلون فلت,0
سافلة,0
الله أكبر على كل الظالمين ولعنه على الدواعش وعلى آل سعود الوهابية,0
عبادي خائن وجبان,0
اي صدك العبادي أيكول متوهم الشعب العراقي بأن السعودية تدعم الإرهاب لعد هذا شنو وأشكد لزموو سعوديين اووف يالنفاق وبيع الضمائر,0
يومين ويفجر نفسه,0
لعنه الله عليك,0
هوة قبل لايرجع شكم واحد قتل واغتصب وجاهد جهاد النكاح اكيد قطعوا عنة الراتب والمخصصات ورجع خالي الوفاض عمي لاتصدكون ذولة يتوبون ذولة العن من ابليس دم المسلمين بركبتة وبركبة كل واحد يحرض على القتل  وسفك الدماء الله يمهل ولا يهمل وبشر القاتل بالقتل انشاء الله نهايتة قريبة شوف لو اخو وهوة محشش يكتلة لو صديق والعلم عند الله,0
وحاطين بالسجن يعلفون عليه ويشتم الهوى خل يحني طيزه السيستاني ومقتدى واليعقوبي وعمار,0
فعلاً الشعب يصنع الطغاة.,0
هاذه شنو بشر ...سبحان الله..,0
شجابكم على معسكر الامام الحسين ع ... ولكم عمي شنو انتم دمرتم المذهب والله بتصرفاتكم ... ليش هل الكلام الزائد والمزيف ..... والله واحد شيكول خلي نسكت احسن ... ليش دائما تاخذون قضية الحسين ع كباقي القضايه ولكم عمي مايصير هل الكلام الله اكبر عليكم,0
حثالاتك يا وطن استحمر بعد اكثر,0
هذا مخبل رسمي.,0
"برئ منكم الرسول وأهل البيت ع 
حراميه وساقطين مابيكم كل شريف انتم وسيدكم",0
هذا ابراهيم الجعفري مضرب بمشعان الجبوري وطلع هذا النموذج .... قل أعوذ برب الفلق من شر ما خلق,0
مثلك وامثالك شوهتو تاريخ ال صدر سرقتو وقتلتو وكذبتو ونافقتو والله لو كان السيد محمد باقر الصدر والسيد محمد صادق الصدر على قيد الحياة لاعدمكم في ساحة التحرير,0
سيدنه هم يحمه فاتحته بكذا مبلغ انته هم كايم تخوط بصف الاستكان يمعوي,0
ولج  ام   التيوس  وينج وين قيادة البلد  انتي كافي  عليج  تلمين  بعرور وروث احنه الله  بالينه  بااهل العمايم انوبه انتي ام  بريص,0
ام ستوري صوتج مال بقرة مخربتة بلسياسة ليش,0
بيها حاله نفسيه هاي هسه تتخيل نفسها قائده عضيمه..ولو اكو هواي لوكيه حتئ لو خريه يصفكولها,0
حقها أبو السبح المالكي الوصخ مو احسن منها لو معموص الاحول,0
"خربانه
ماادري ليش الله ليهسا ماكالبها بينه .
هي هاي من يمته انحسبت على النسوان 
أم الدواعش",0
يابه اذا شغله ماتعرف بيها لاتحجي لو صاير جان هسه انته نايم لان بعد تكوم تنام ب8 مغرب,0
اني الي اعرفه وسمعته انوا هذا العقد بي فساد,0
"خرب لشته
خرب روحه
خرب گبره
خرب امه
خرب والده
خرب عرضه
خرب مرته
خرب بيبيته
خرب جده
خرب روح الماتله شلع
ابن لا صلت ولا صامت
ابن المراهقه
ابن الفيطي
خرب طابوگات گبره
خرب روح ابو الدفنه
خرب روح ابو الشاله
خرب روح ابو القراله الفاتحه
اليوم راح يصير كتله ثنين بربع",0
أيا ملعون على هذا الكلام الطائفي التحريضي,0
هههه كلب بن كلب,0
"لعنة الله عليه يوم ولد
ويوم مات
ويوم يبعث حيا",0
سقر ترحب بك يا مجرم,0
"مات في القرية كلبا فاسترحنا من عواه
خـلـف الـملعون جـروا فـاق بـلنـبح ابــاه
::
::
انتقل الملعون عدنان الدليمي.. الي جوار... يزيد ومعاوية وابو سفيان وال عفلق . رئيس ديوان الوقف السني السابق في العاصمة الاردنية عمان
المعروف بالعراق بئسم مؤسس  الطائفية) في العراق 
الى جهنم وبئس المصير أنت وأمثالك ومن والاك ؛؛",0
الف نعله ع روووحك,0
"خره بلشته
خره  بروحه
خره بگبره
خره بامه
خره بوالده
خرب عرضه
خره بمرته
خره بيبيته
خره بجده
خره  بروح الماتله شلع
ابن لا صلت ولا صامت
ابن المراهقه
ابن الفيطي
خره بطابوگات گبره
خره بروح ابو الدفنه
خره بروح ابو الشاله
خره بروح ابو القراله الفاتحه",0
"اليوم يسألك الملكان ماذا عملت لاخرتك ، كم انسان قتلت وتسببت بقتله ، الله يلعنك ويلعن كل طائفي تسبب بقتل العراقيين الابرياء",0
الى جهنم يامن قتل العراقين بلسانه,0
اللهم انا لم نرى منه الا الموت والتفجيرات والسيارات المفخخة وفتاوى التحريض والقتل باسمك لكي يقتلوا شعبك واهل مملكتك اللهم سلط عليه من يعذبه من اليوم حتى قيام الدين,0
فطس القذر الطائفي ابو هزه,0
هذا اللي ضيع اهل السنة,0
خره بصفحتك ياكلب,0
ذبح الشيعه واسس الطائفيه وله راتب وزير وحمايه  ومكرمات كثيره,0
سفاح حي العدل المجرم الأرهابي عدنان الدليمي,0
لو كان هناك دوله حقيقيه وقيادة طبيعيه وليس أبو السبح الوصخ لما ظهرت هذه النماذج الزفره وغيرها لتحكم ببلد عمره 7000 سنه,0
"الله لا يرضى عليه ولا يرحمه
نكس مؤجج الفتنه والطائفيه
شتعلت لشته",0
واخيرا مات هذا ابو رعشة بي بلة شكد عاش وشكد راحوا شباب بسببه .الى جهنم وعابت خلقته المكلوبة.,0
لعنة الله على روحه وروح كلما اجج الطائفيه,0
طائفي بامتياز,0
خرب بترابك ياكلب,0
الله ايلعنك والله السنة هم خراب العراق القاعدة منهم داعش منهم,0
اخوان كان هاذة الملعون يقبض راتب من الحكومة راتب ضخم وهسة للوريث وشهدائنا بدون رواتب,0
انبح ياكلب الصهاينه,0
انتو بعتو العراق وطفرتو ياعدنان وشلتة,0
ههههه,0
الحمد. لله اعترفوا. بان خراب الدنيا. والمفخخات. من وراءهم. وهم سبب. الصراع. بالشرق الاوسط. وكله. بدوافع. طائفية. حسبنا. الله ونعم. الوكيل,0
طاح حظكم وحظ مسي وحظ اليشبه مسي ذبحتوان بقندره مسي هو هس بحالكم,0
والله المفروض الكل شلع قلع تغيير من طق طق للسلام عليكم كولت المثل لان كلكم كتفيدون قتربت لنتخابات وبدت العضلات تطلع المليارات الهم والشعب ياكل خس كلعد على الحديده فلوس دوه ماكو كشفيه مال طبيب متدبر الك الله ياشعب العراق,0
"يمكن راح يفرجون عن أرهابيين معتقلين مرتبطين بتركيا 
كل شيء جائز في ظل حكومة الوحدة الوثنية",0
للعلم رجاء كما أن هذا مدحت محمود مافيا المحاكم العراقية وشخص عار عالى العدالة في العراق فإن المحكمة الدستورية خنجر في خصر الشعب التركي وأردوغان,0
ماتنظفون الى يوم الدين,0
يجامل القتلة لأن من مذهبه,0
حمار ناطق,0
تف على هذه العكل الفاسده,0
من طلع ماكو فايدة راح يتسلم للحكومة الخائنة ويطلع وتروح دماء  واعراض الابرياء هدر,0
بالعافية عليهم ...غمان ربعنا وطيح الله حظهم,0
اهم شئ الارهابيين يستلمون رواتبهم ??,0
العبادي يأخذ من الوسط والجنوب وتعطي لشمال لان اسيادة البريطانيين يامروه بذالك ..هاذه الخاين العميل ..,0
"هو منو جاب داعش غير السياسه الرعنا منذ دخول الامريكان من العام ????والى يومنا هذا والعراق يدفع من الرجال والمال ما عين رأت ولا اذن سمعت ،،،وهسه انت تجي ع هذا المعلم المسكين،،،لا ناقه له ولاجمل  لكن نقول حسبنا الله ونعم الوكيل",0
بعضهم يستلمون ال19 مليون بالنهار وبالليل يؤدون واجبهم ويه الدواعش,0
غمان,0
